time,temp1,temp2,bean_type,roasting_type
545.91150805,191.79, 185.625
547.91300345,192.14, 186.0
549.9139332,192.485, 186.375
551.9147255,192.835, 186.625
553.91814765,193.18, 187.125
555.9198952,193.525, 187.625
559.2234985,194.035, 188.125
561.22545255,194.375, 188.125
563.22639485,194.715, 189.125
565.22710735,195.055, 189.5
567.22774395,195.395, 189.75
569.22749395,195.735, 190.125
571.22928445,196.065, 190.625
573.2303391,196.4, 190.875
575.2311112,196.735, 191.375
577.2323075,197.065, 191.75
579.2333811,197.395, 192.125
581.2339362,197.725, 0.0
583.23463015,198.05, 192.125
585.23559705,198.38, 193.125
587.236306,198.7, 193.625
589.2370243,199.03, 194.125
591.2382386,199.35, 194.625
593.2390481,199.67, 0.0
595.23965285,199.955, 195.375
597.24035305,200.24, 195.625
599.2414434,200.555, 196.25
601.24219955,200.87, 196.625
603.24187725,201.19, 197.0
605.2438072,201.5, 197.0
607.24390095,201.82, 197.75
609.2456783,202.13, 198.375
611.24678335,202.44, 198.75
613.2479516,202.755, 199.125
615.24812315,203.065, 199.25
617.24890485,203.375, 198.875
619.24928195,203.685, 200.375
621.25085565,203.995, 200.875
623.25143485,204.305, 201.125
625.252663,204.615, 201.0
627.25368585,204.92, 0.0
629.2544535,205.225, 202.0
631.25482555,205.53, 202.75
633.25603975,205.835, 203.375
635.25573055,206.14, 203.875
637.25780655,206.445, 203.875
639.25876415,206.745, 203.5
641.2595595,207.045, 204.875
643.260062,207.345, 205.625
645.26172135,207.65, 206.125
647.2619892,207.945, 206.25
649.2626879,208.245, 206.875
651.2634729,208.545, 0.0
653.26439165,208.845, 208.5
655.26528185,209.145, 208.5
657.26600305,209.435, 156.375
659.2671806,209.735, 117.5
661.26821655,210.025, 0.0
663.26888055,210.325, 209.75
665.2697357,210.615, 211.0
667.27057335,210.91, 0.0
669.2717783,211.2, 0.0
671.271954,211.49, 212.0
673.2735805,211.78, 0.0
675.2737358,212.07, 213.125
679.27567295,212.65, 214.375
681.27648805,212.935, 205.625
683.2772555,213.225, 195.0
685.27803725,213.51, 186.0
687.2791791,213.795, 178.25
689.27992435,214.08, 171.125
691.2805447,214.36, 164.75
693.28169365,214.65, 159.0
695.2825258,214.93, 153.75
697.28359525,215.0, 148.625
699.28452295,215.0, 144.25
701.28506755,215.0, 140.0
703.28579155,215.0, 136.0
705.2865115,215.0, 132.125
707.2875551,215.0, 128.75
709.28858505,215.0, 125.625
711.2891001,215.0, 122.5
713.28991925,215.0, 119.25
715.29093655,215.0, 116.625
717.2917195,215.0, 114.0
719.29293715,215.0, 111.375
721.2936555,215.0, 109.0
723.29439275,215.0, 106.75
725.29508595,215.0, 104.625
727.29666925,215.0, 102.5
729.29706175,215.0, 100.5
731.29758085,215.0, 98.5
733.29871425,215.0, 96.75
735.299483,215.0, 95.0
737.30008565,215.0, 93.375
739.30132725,215.0, 91.875
741.3020979,215.0, 90.125
743.3027933,215.0, 88.875
745.30351995,215.0, 87.375
747.30472845,215.0, 85.875
749.30540565,215.0, 84.625
751.3061031,215.0, 83.375
753.307307,215.0, 82.25
755.3079734,215.0, 80.875
757.3087109,215.0, 79.75
759.30997085,215.0, 78.625
